901670757658501122,"Tornado Warning including South Houston TX, Webster TX, Nassau Bay TX until 12:15 AM CDT https://t.co/LXzc4ZCHNC",tornado warning include south houston webster nassau bay cdt,Sun Aug 27 00:00:35 CDT 2017,"29.60305098,-95.14078962",NWStornado,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",73,Clear Lake,,0
901671816476938241,#mayweather #winner #houstontx #instapic #lovetotravel #harveyhurricane ✊🏽✊🏽 en Grooves… https://t.co/iTk8fFkdvN,groove,Sun Aug 27 00:04:47 CDT 2017,"29.74237,-95.35955",gabbyglezz,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown,,0
901671845593800707,@babydollnaty that shit got me dead 💀💀,babydollnaty shit get dead,Sun Aug 27 00:04:54 CDT 2017,"29.63963964,-95.50563573",_ClutchCity,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
901672890092974081,"Harvey, Day Two, 8.79 inches  🌧🌧🌧 #hurricane #hurricaneharvey #rainfalls #northwesthouston… https://t.co/snFMkldrkH",harvey day two inch,Sun Aug 27 00:09:03 CDT 2017,"29.8580225,-95.615404",williamson_bk,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",80,Greater Third Ward,,0
901673357820792832,"Fight party #Mayweather @ Klein, Texas https://t.co/0llSwZs2Ll",fight party texas,Sun Aug 27 00:10:55 CDT 2017,"30.0475,-95.5322",jaye76,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",82,Spring Branch West,,0
901674130314977280,True story it's folks I use to love it can't stand and folks I got… https://t.co/AtaFWcpBuD,true story folks use love cant stand folks get,Sun Aug 27 00:13:59 CDT 2017,"29.72028,-95.37326",jayjay0123,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",66,Brays Oaks,,0
901674687981162496,Just like that @floydmayweather is 50-0 never try to come for the #mittenstategreat… https://t.co/k1EZY1hRXP,like floydmayweather never try come,Sun Aug 27 00:16:12 CDT 2017,"29.7629,-95.3832",DMonroe86,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown,,0
901675298101510146,VOU RIR ATÉ 2050 ... 😂😂😂😂😂😂😂😂😂 COMO É POSSÍVEL VOCÊS AÍ DA DUVIDAREM!  #conormcgregor muito… https://t.co/0yC312e57H,vou rir como possvel vocs duvidarem muito,Sun Aug 27 00:18:38 CDT 2017,"29.7945767,-95.689148",Dandylisbon1,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",66,Brays Oaks,,0
901675359757885441,Water's drained only a little bit since the last band. Pool is nearly overflowing. #houston… https://t.co/p3bNK4xWF5,waters drain little bit since last band pool nearly overflow,Sun Aug 27 00:18:52 CDT 2017,"29.695,-95.43",itsjesswhelan,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
901675567283445760,More rain on the way and the bayou that crosses Beamer is over it's… https://t.co/VjD0Ryz2rn,rain way bayou crosse beamer,Sun Aug 27 00:19:42 CDT 2017,"29.60987982,-95.21299523",EDITHMCCLURE,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",62,Macgregor,,0
