901308419474432000,Damn boys out here gettin shot in the hurricane.. yall be safe mayne,Sat Aug 26 00:00:47 CDT 2017,"29.63963964,-95.50563573",_ClutchCity,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901309803347140609,"Strong winds, got home safely. #midnight #sciontc2 #scion @ Houston, Texas https://t.co/Jc2PzPOMkD",Sat Aug 26 00:06:17 CDT 2017,"29.7629,-95.3832",NiDaveko,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901309975024336896,Just posted a photo @ DBr Clothing Co https://t.co/sTRDJYsgfu,Sat Aug 26 00:06:58 CDT 2017,"29.740349,-95.4964751",TrueDumbBlonde,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901310853919756291,Drinking a Bishop's Gone Wild by @B52Brewing @ Sarah's Treehouse — https://t.co/9rLyL1CjBx,Sat Aug 26 00:10:27 CDT 2017,"29.7683,-95.4145",Jaz_Wilson,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901311990014017536,Oh it's here,Sat Aug 26 00:14:58 CDT 2017,"29.746667,-95.36519",WinkWestwood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901312425009586177,Yep https://t.co/pEvJ9WP5bC,Sat Aug 26 00:16:42 CDT 2017,"29.746668,-95.36519",WinkWestwood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901312448929705985,"Accident.  two right lanes blocked in #SwSide on I-69 SW Fwy Outbound at The Westpark Tollway, stop and go traffic back to Fountain View",Sat Aug 26 00:16:48 CDT 2017,"29.72345,-95.49181",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901312720762482688,I'm good... Hurricane Harvey where you at.... 😂😂😂😂😂😂 #browns4life @ Fall Creek https://t.co/gi0CuH8SIt,Sat Aug 26 00:17:52 CDT 2017,"29.93229979,-95.27043667",ai3mcgrady,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901312993828491264,"Repost from @JacksonLeeTX18 Please share these resources! Stay dry and safe! @ Houston, Texas https://t.co/IghcdSlHDP",Sat Aug 26 00:18:57 CDT 2017,"29.7629,-95.3832",BeautybyLeRenda,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901313038581612545,"Houston texas en Westside, Houston, Texas https://t.co/Zwk8v2xwyE",Sat Aug 26 00:19:08 CDT 2017,"29.72418314,-95.61990397",molinafuentes3,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901313812405551104,We are getting a hurricane Harvey plz be safe everyone on Texas  #harvey #hurricane… https://t.co/rZzwA7Lrit,Sat Aug 26 00:22:13 CDT 2017,"29.7629,-95.3832",Anthony16367,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901314355316178944,When I was a kid I never thought I would make it to 43 .. I thought that was so old but everyday… https://t.co/d2bgU0SbkV,Sat Aug 26 00:24:22 CDT 2017,"29.74764906,-95.39081097",flawlessoz,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901315463661010945,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/fJuvBqql6F #Transportation #Hiring",Sat Aug 26 00:28:46 CDT 2017,"29.8443326,-95.3590138",SEFLCareers,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901315554178342912,#bigchophair #bigchop #natrualhair #natuarltextureproductsbyavlon #avlon #PamelaRaye… https://t.co/CNAgEy7h58,Sat Aug 26 00:29:08 CDT 2017,"29.66365471,-95.46392485",PamelaRAYE_,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901315596297613312,"Fwm @ Northeast Houston, Houston, Texas https://t.co/N4WuDq0Sl0",Sat Aug 26 00:29:18 CDT 2017,"29.820527,-95.2603465",RickGarley1,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901315882948984833,Drinking a Zero Discipline by @18thStreetBrew/@Transientales @ Las Locas Fajitas Cafe — https://t.co/TLoLo6lKyJ #photo,Sat Aug 26 00:30:26 CDT 2017,"29.8206,-95.4996",buttongumdrops,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901316089404981248,"MCC Then & Now  #NASA #space @ NASA - Johnson Space Center in Houston, TX https://t.co/ohYVRBMaN9",Sat Aug 26 00:31:16 CDT 2017,"29.5517727,-95.09765115",RikyUnreal,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901317706900787200,"Hey America!  #NASA #Apollo #space #rocket @ NASA - Johnson Space Center in Houston, TX https://t.co/0ebIfIwb3B",Sat Aug 26 00:37:41 CDT 2017,"29.5517727,-95.09765115",RikyUnreal,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901317741730299905,Happy 99th birthday to Katherine Johnson. Your work impacts me in many ways and helps not only… https://t.co/uaqBAY1i8V,Sat Aug 26 00:37:49 CDT 2017,"29.5517727,-95.09765115",Interstephy,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901318122598039552,#photooftheday #hurricane #harvey #all #over #southeast #texas #i #lived in #houston #many… https://t.co/xiad3yeu9b,Sat Aug 26 00:39:20 CDT 2017,"29.7629,-95.3832",foleymovies2015,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901318174897053697,"High school days flashback... Numbers dance party! 🖤 love this song  #numbersclub @ Houston, Texas https://t.co/Yrbf7IWPdB",Sat Aug 26 00:39:33 CDT 2017,"29.7629,-95.3832",bethrocksnruns,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901318889522507776,"This damn Hurricane got me in the house having a damn party like this...😂😂😂😂😂 @ Houston, Texas https://t.co/fpxTV0H6W2",Sat Aug 26 00:42:23 CDT 2017,"29.7629,-95.3832",MrWiredUpOhBoy,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901319296286175233,"@Regrann from @yungrook_tx  -  Download ""Long Way"" link in bio #yungrook #trillers… https://t.co/E1dKeBYSMy",Sat Aug 26 00:44:00 CDT 2017,"29.7629,-95.3832",yungrook_tx,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901319517925552129,UPDATE: Just getting to #Houston for the coverage of #HurricaneHarvey See you through… https://t.co/0YjHc8XCnA,Sat Aug 26 00:44:53 CDT 2017,"29.7629,-95.3832",BrianMendozaT62,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901319865327341568,🎣 Nice catch on the Kayak 🎣 @ Heights Area https://t.co/jdmMeWyy7l,Sat Aug 26 00:46:16 CDT 2017,"29.80874602,-95.39924531",Cheah_Brah420,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901320044784877568,"Some hospitals close facilities, move patients ahead of Harvey https://t.co/k1GsZFPues",Sat Aug 26 00:46:59 CDT 2017,"29.85140038,-95.25869751",EastHoustonBL,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901320466522132480,"1260 W 23rd St, Houston, TX 77008, $364,900 3 beds, 4 baths https://t.co/zT0dQIbY4i",Sat Aug 26 00:48:39 CDT 2017,"29.79829979,-95.4190979",BLifeTheHeights,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901320574999212033,Chris Devenski wins key battle with Mike Trout in Astros' victory over Angels https://t.co/41uzoxFtCW https://t.co/TzjDUoyeQA,Sat Aug 26 00:49:05 CDT 2017,"29.7285434,-95.457392",JohnnyNewsroom,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901320780486758400,"Tapped in...Urban Politicians Podcast episode 2 @ Houston, Texas https://t.co/McIwt4XEY6",Sat Aug 26 00:49:54 CDT 2017,"29.7629,-95.3832",montecarloant,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901320949101805568,Stuck in but still getting support...ayeeee #WalkedIn🚶🚶🚶   #Repost djnanaq… https://t.co/X3AFXrjnlz,Sat Aug 26 00:50:34 CDT 2017,"29.7629,-95.3832",MrWiredUpOhBoy,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901321238903173120,"Chill Mode during the storm.... #THAJRL325 @ Southeast Houston,… https://t.co/bre59sSusj",Sat Aug 26 00:51:43 CDT 2017,"29.65941153,-95.31175519",THAJRL325,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901321845596663808,@Regrann from @yungrook_tx  -  #yungrook #justmemixtape #fiya #musicvideo #now #currently… https://t.co/sTHlq1bSwl,Sat Aug 26 00:54:08 CDT 2017,"29.7629,-95.3832",yungrook_tx,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901321890781732865,#texturereleasebyavlon #avlon #natualhair #houstoncolorist #houstonhairstylist #blackhairstylist… https://t.co/t7GTc3uGn8,Sat Aug 26 00:54:19 CDT 2017,"29.66365471,-95.46392485",PamelaRAYE_,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901321897366966272,Drinking a Medusa by @CopperheadBeer @ Sarah's Treehouse — https://t.co/oZWcYBJnFL,Sat Aug 26 00:54:20 CDT 2017,"29.7683,-95.4145",Jaz_Wilson,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901321931668029440,"Son 🌞🌞🌞Lebron @ Corinthian Pointe, Houston https://t.co/h0VcAp7kE4",Sat Aug 26 00:54:28 CDT 2017,"29.63,-95.474",icemankurt,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901322236883292160,Hurricane Harvey forces shutdown of Camp Logan centennial events https://t.co/6nLkgK9wCP,Sat Aug 26 00:55:41 CDT 2017,"29.75250053,-95.41169739",BLifeRiverOaks,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
901322759732580352,"Want to work at SSC? We're #hiring in #Houston, TX! Click for details: https://t.co/ap3hHsRtch #FacilitiesMgmt #Job #Jobs",Sat Aug 26 00:57:46 CDT 2017,"29.7604267,-95.3698028",CompassJobBoard,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),"
